cluster_rank	cluster_X	cluster_Y	best_adjusted_pvalue
153	cancer_gldm_LargeDependenceHighGrayLevelEmphasis	Mean_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Median_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Mean_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin;Median_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.00701117769655246
154	cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	StDev_nuclei_AreaShape_BoundingBoxMaximum_Y;StDev_nuclei_Location_CenterMassIntensity_Y_Hematoxylin;StDev_plasm_AreaShape_BoundingBoxMaximum_Y;StDev_plasm_Location_CenterMassIntensity_Y_Hematoxylin	0.0070934079499532215
155	bladder_gldm_GrayLevelNonUniformity	Mean_nuclei_Intensity_IntegratedIntensity_Hematoxylin;Median_nuclei_Intensity_IntegratedIntensity_Hematoxylin	0.0071699921703435605
156	cancer_glszm_ZoneEntropy;cancer_glrlm_RunEntropy;cancer_gldm_DependenceEntropy	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_2_2	0.007251606189009299
157	bladder_firstorder_MeanAbsoluteDeviation;bladder_glcm_SumEntropy;bladder_firstorder_InterquartileRange;bladder_firstorder_RobustMeanAbsoluteDeviation;bladder_firstorder_Uniformity;bladder_firstorder_Entropy;bladder_glrlm_GrayLevelNonUniformityNormalized	Mean_nuclei_Intensity_MaxIntensity_Hematoxylin;Mean_plasm_Intensity_MaxIntensity_Hematoxylin	0.007251606189009299
158	cancer_glrlm_GrayLevelNonUniformity	StDev_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.007253468808583027
159	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	Median_nuclei_RadialDistribution_RadialCV_Hematoxylin_1of4	0.0073212672220318
160	bladder_shape_MinorAxisLength	StDev_nuclei_AreaShape_BoundingBoxMaximum_Y;StDev_nuclei_Location_CenterMassIntensity_Y_Hematoxylin;StDev_plasm_AreaShape_BoundingBoxMaximum_Y;StDev_plasm_Location_CenterMassIntensity_Y_Hematoxylin	0.007399020195827178
161	cancer_glcm_Idn	StDev_nuclei_AreaShape_Area;StDev_nuclei_Intensity_IntegratedIntensity_Hematoxylin	0.007588737868985224
162	cancer_glszm_HighGrayLevelZoneEmphasis;cancer_glszm_SmallAreaHighGrayLevelEmphasis;cancer_glrlm_ShortRunHighGrayLevelEmphasis;cancer_glrlm_HighGrayLevelRunEmphasis;cancer_gldm_HighGrayLevelEmphasis;cancer_glcm_Autocorrelation;cancer_glcm_JointAverage;cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	Mean_nuclei_AreaShape_Compactness	0.007991149322969076
163	bladder_glrlm_RunEntropy	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_3_3	0.00803920834761475
164	bladder_firstorder_RootMeanSquared;bladder_glszm_GrayLevelNonUniformityNormalized;bladder_glcm_ClusterProminence;bladder_glcm_ClusterTendency;bladder_glrlm_GrayLevelVariance;bladder_glcm_SumSquares;bladder_firstorder_Variance;bladder_gldm_GrayLevelVariance	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_0_0	0.008177728171305321
165	cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_3_3	0.008238063527246894
166	cancer_gldm_SmallDependenceLowGrayLevelEmphasis	Mean_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Median_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4;Mean_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin;Median_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.008285021767201993
167	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	Mean_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.008401651880429219
168	bladder_firstorder_90Percentile	Texture_InfoMeas1_Hematoxylin_3_00_256	0.008461471048059326
169	cancer_glcm_Idmn;cancer_glcm_Idn	StDev_nuclei_Intensity_MinIntensityEdge_Hematoxylin;StDev_plasm_Intensity_MinIntensityEdge_Hematoxylin	0.008513728111738722
170	cancer_glszm_SizeZoneNonUniformityNormalized;cancer_glszm_SmallAreaEmphasis	StDev_nuclei_Texture_InfoMeas1_Hematoxylin_3_00_256;StDev_plasm_Texture_InfoMeas1_Hematoxylin_3_00_256	0.00852594989463824
171	bladder_shape_MinorAxisLength	Mean_plasm_AreaShape_Zernike_5_5;Median_plasm_AreaShape_Zernike_5_5	0.00870527245051012
172	cancer_firstorder_Maximum;cancer_firstorder_Range;cancer_glszm_GrayLevelNonUniformityNormalized;cancer_glcm_ClusterProminence;cancer_glszm_GrayLevelVariance	Median_plasm_AreaShape_Zernike_2_2	0.008709983642340716
173	bladder_shape_MinorAxisLength	Mean_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4	0.008773637355613569
174	bladder_firstorder_RootMeanSquared;bladder_glszm_GrayLevelNonUniformityNormalized;bladder_glcm_ClusterProminence;bladder_glcm_ClusterTendency;bladder_glrlm_GrayLevelVariance;bladder_glcm_SumSquares;bladder_firstorder_Variance;bladder_gldm_GrayLevelVariance	StDev_nuclei_Texture_SumAverage_Hematoxylin_3_00_256	0.008887314423661823
175	bladder_glszm_SizeZoneNonUniformityNormalized;bladder_glszm_SmallAreaEmphasis	Mean_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.008923234185036315
176	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	Median_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.008967418568780236
177	cancer_glrlm_LongRunLowGrayLevelEmphasis	Median_plasm_AreaShape_Compactness	0.009043086733438281
178	cancer_glszm_ZoneEntropy	Median_plasm_AreaShape_Compactness	0.009243695934768674
179	cancer_glcm_Idmn	Median_nuclei_Intensity_MassDisplacement_Hematoxylin;Mean_nuclei_Texture_Correlation_Hematoxylin_3_00_256;Median_nuclei_Texture_Correlation_Hematoxylin_3_00_256;Mean_plasm_Texture_Correlation_Hematoxylin_3_00_256;Median_plasm_Texture_Correlation_Hematoxylin_3_00_256	0.009243917911184375
180	bladder_glcm_JointEnergy;bladder_glcm_JointEntropy	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_0	0.009302643173813597
181	cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Median_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.009593470685658405
182	cancer_glszm_ZoneEntropy;cancer_glrlm_RunEntropy;cancer_gldm_DependenceEntropy	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_0	0.009702236426219596
183	bladder_glszm_LargeAreaLowGrayLevelEmphasis	StDev_nuclei_AreaShape_Zernike_6_4	0.009702564535927953
184	bladder_glcm_ClusterProminence;bladder_glcm_ClusterTendency;bladder_glrlm_GrayLevelVariance;bladder_glcm_SumSquares;bladder_firstorder_Variance;bladder_gldm_GrayLevelVariance	Mean_nuclei_AreaShape_Compactness	0.009705609404546057
185	bladder_glcm_ClusterProminence;bladder_glcm_ClusterTendency;bladder_glrlm_GrayLevelVariance;bladder_glcm_SumSquares;bladder_firstorder_Variance;bladder_gldm_GrayLevelVariance	Median_plasm_Intensity_MaxIntensity_Hematoxylin	0.009778944481083001
186	cancer_glszm_SizeZoneNonUniformityNormalized;cancer_glszm_SmallAreaEmphasis	Median_plasm_AreaShape_Compactness	0.009785903032050552
187	bladder_firstorder_RootMeanSquared	StDev_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.009874587551826536
188	cancer_glszm_HighGrayLevelZoneEmphasis;cancer_glszm_SmallAreaHighGrayLevelEmphasis	Mean_nuclei_AreaShape_Area	0.009874587551826536
189	cancer_gldm_DependenceEntropy	Median_plasm_AreaShape_Compactness;Mean_plasm_AreaShape_Extent;Median_plasm_AreaShape_Extent	0.009977071574467642
190	cancer_gldm_GrayLevelNonUniformity	StDev_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.009981665996379006
191	cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Median_plasm_AreaShape_Zernike_2_2	0.009996964662681844
192	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	Mean_plasm_AreaShape_Zernike_4_0;Median_plasm_AreaShape_Zernike_4_0;Mean_nuclei_AreaShape_Zernike_4_0;Median_nuclei_AreaShape_Zernike_4_0	0.010058092121988051
193	bladder_firstorder_Kurtosis	Median_plasm_AreaShape_Zernike_5_1	0.010111059907335853
194	bladder_firstorder_90Percentile	Mean_plasm_AreaShape_Zernike_2_2;Median_plasm_AreaShape_Zernike_2_2	0.010138356683878672
195	cancer_glrlm_GrayLevelNonUniformity;cancer_gldm_GrayLevelNonUniformity;cancer_glszm_LargeAreaHighGrayLevelEmphasis;cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance;cancer_firstorder_Energy;cancer_glszm_SizeZoneNonUniformity;cancer_glszm_GrayLevelNonUniformity;cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity;cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	StDev_nuclei_Intensity_MinIntensityEdge_Hematoxylin;StDev_plasm_Intensity_MinIntensityEdge_Hematoxylin	0.010138356683878672
196	bladder_shape_Maximum2DDiameterSlice;bladder_shape_LeastAxisLength;bladder_shape_SurfaceVolumeRatio;bladder_shape_SurfaceArea;bladder_shape_MeshVolume;bladder_shape_VoxelVolume	Median_plasm_AreaShape_Zernike_5_5	0.010151796385521827
197	cancer_shape_Maximum2DDiameterColumn;cancer_shape_MajorAxisLength;cancer_shape_Maximum3DDiameter	Mean_plasm_AreaShape_Zernike_9_3	0.010211032184066745
198	cancer_glrlm_GrayLevelNonUniformity;cancer_gldm_GrayLevelNonUniformity;cancer_glszm_LargeAreaHighGrayLevelEmphasis;cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance;cancer_firstorder_Energy;cancer_glszm_SizeZoneNonUniformity;cancer_glszm_GrayLevelNonUniformity;cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity	Median_nuclei_Intensity_MedianIntensity_Hematoxylin	0.010446461588761061
199	cancer_glszm_HighGrayLevelZoneEmphasis;cancer_glszm_SmallAreaHighGrayLevelEmphasis;cancer_glrlm_ShortRunHighGrayLevelEmphasis;cancer_glrlm_HighGrayLevelRunEmphasis;cancer_gldm_HighGrayLevelEmphasis;cancer_glcm_Autocorrelation;cancer_glcm_JointAverage;cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	Mean_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_4_0;StDev_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_4_0	0.010459253625915542
200	cancer_glrlm_GrayLevelNonUniformity;cancer_gldm_GrayLevelNonUniformity;cancer_glszm_LargeAreaHighGrayLevelEmphasis;cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance;cancer_firstorder_Energy;cancer_glszm_SizeZoneNonUniformity;cancer_glszm_GrayLevelNonUniformity;cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity	Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.010484486296060441
201	cancer_glszm_ZoneEntropy	StDev_nuclei_AreaShape_Compactness	0.010523500721385328
202	cancer_glcm_Idmn;cancer_glcm_Idn;cancer_gldm_SmallDependenceLowGrayLevelEmphasis;cancer_glrlm_LongRunHighGrayLevelEmphasis;cancer_gldm_LargeDependenceHighGrayLevelEmphasis	StDev_plasm_AreaShape_Zernike_9_3	0.010726057403821083
203	cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	StDev_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.011051976520001975
204	cancer_glszm_ZoneEntropy;cancer_glrlm_RunEntropy;cancer_gldm_DependenceEntropy	StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.01111485454417682
205	cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Mean_nuclei_AreaShape_Zernike_9_5	0.011127900178184403
206	cancer_glszm_LargeAreaLowGrayLevelEmphasis	Median_nuclei_Intensity_MassDisplacement_Hematoxylin;Mean_nuclei_Texture_Correlation_Hematoxylin_3_00_256;Median_nuclei_Texture_Correlation_Hematoxylin_3_00_256;Mean_plasm_Texture_Correlation_Hematoxylin_3_00_256;Median_plasm_Texture_Correlation_Hematoxylin_3_00_256	0.011273596015395529
207	cancer_glszm_LargeAreaHighGrayLevelEmphasis	StDev_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.011770463406478379
208	bladder_glcm_ClusterShade	Mean_nuclei_Intensity_MaxIntensity_Hematoxylin;Mean_plasm_Intensity_MaxIntensity_Hematoxylin;Median_nuclei_Intensity_MaxIntensity_Hematoxylin;Median_plasm_Intensity_MaxIntensity_Hematoxylin	0.012009705210019412
209	cancer_glcm_Idmn	StDev_nuclei_AreaShape_Area;StDev_nuclei_Intensity_IntegratedIntensity_Hematoxylin	0.012078099009755488
210	cancer_glszm_HighGrayLevelZoneEmphasis;cancer_glszm_SmallAreaHighGrayLevelEmphasis;cancer_glrlm_ShortRunHighGrayLevelEmphasis;cancer_glrlm_HighGrayLevelRunEmphasis;cancer_gldm_HighGrayLevelEmphasis;cancer_glcm_Autocorrelation;cancer_glcm_JointAverage;cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis;cancer_gldm_SmallDependenceHighGrayLevelEmphasis;cancer_glrlm_LongRunLowGrayLevelEmphasis;cancer_gldm_LargeDependenceLowGrayLevelEmphasis	StDev_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.012149296119543983
211	bladder_firstorder_InterquartileRange;bladder_firstorder_RobustMeanAbsoluteDeviation	Mean_nuclei_AreaShape_Area;Median_nuclei_AreaShape_Area	0.012168301305286901
212	cancer_glszm_HighGrayLevelZoneEmphasis;cancer_glszm_SmallAreaHighGrayLevelEmphasis;cancer_glrlm_ShortRunHighGrayLevelEmphasis;cancer_glrlm_HighGrayLevelRunEmphasis;cancer_gldm_HighGrayLevelEmphasis;cancer_glcm_Autocorrelation;cancer_glcm_JointAverage;cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	StDev_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.0122153253985858
213	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	Mean_plasm_AreaShape_Zernike_1_1;Median_plasm_AreaShape_Zernike_1_1	0.012391039244663752
214	cancer_glcm_Idn	Median_nuclei_Intensity_MassDisplacement_Hematoxylin;Mean_nuclei_Texture_Correlation_Hematoxylin_3_00_256;Median_nuclei_Texture_Correlation_Hematoxylin_3_00_256;Mean_plasm_Texture_Correlation_Hematoxylin_3_00_256;Median_plasm_Texture_Correlation_Hematoxylin_3_00_256	0.01249363393445355
215	bladder_glszm_LargeAreaLowGrayLevelEmphasis	Mean_nuclei_AreaShape_Zernike_8_2;Median_nuclei_AreaShape_Zernike_8_2	0.01275310599640961
216	bladder_glcm_SumEntropy	Mean_nuclei_AreaShape_Area;Median_nuclei_AreaShape_Area	0.01290998520939586
217	cancer_shape_Maximum2DDiameterRow;cancer_shape_MinorAxisLength	StDev_nuclei_AreaShape_Zernike_6_0;StDev_plasm_AreaShape_Zernike_6_0	0.012911579873792208
218	bladder_glszm_SizeZoneNonUniformityNormalized;bladder_glszm_SmallAreaEmphasis	StDev_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.012950851793836158
219	bladder_glcm_Imc1;bladder_glcm_Correlation;bladder_glcm_Imc2;bladder_glrlm_RunEntropy;bladder_gldm_DependenceEntropy	Median_nuclei_AreaShape_Zernike_6_2	0.01296051450465052
220	bladder_glszm_SizeZoneNonUniformityNormalized;bladder_glszm_SmallAreaEmphasis	StDev_plasm_AreaShape_Extent	0.01296051450465052
221	bladder_firstorder_90Percentile;bladder_firstorder_Mean;bladder_firstorder_Median	StDev_nuclei_Texture_SumAverage_Hematoxylin_3_00_256	0.012989858923348984
222	bladder_glszm_SizeZoneNonUniformity;bladder_glrlm_RunLengthNonUniformity;bladder_gldm_DependenceNonUniformity;bladder_glszm_GrayLevelNonUniformity;bladder_glrlm_GrayLevelNonUniformity;bladder_gldm_GrayLevelNonUniformity	Median_nuclei_AreaShape_Zernike_8_4	0.013095459064473125
223	bladder_glcm_Imc1;bladder_glcm_Correlation;bladder_glcm_Imc2;bladder_glrlm_RunEntropy;bladder_gldm_DependenceEntropy	Median_plasm_AreaShape_MeanRadius	0.013152575863460454
224	bladder_firstorder_MeanAbsoluteDeviation;bladder_glcm_SumEntropy;bladder_firstorder_InterquartileRange;bladder_firstorder_RobustMeanAbsoluteDeviation;bladder_firstorder_Uniformity;bladder_firstorder_Entropy;bladder_glrlm_GrayLevelNonUniformityNormalized	Median_plasm_AreaShape_Zernike_9_9	0.013166386620479425
225	bladder_firstorder_Kurtosis	Median_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.013411193405294246
226	cancer_glcm_Idmn	Median_plasm_AreaShape_Compactness	0.013484772064131477
227	bladder_glcm_ClusterShade	StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256;StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.013536919299824682
228	cancer_firstorder_Minimum;cancer_glszm_HighGrayLevelZoneEmphasis;cancer_glszm_SmallAreaHighGrayLevelEmphasis;cancer_glrlm_ShortRunHighGrayLevelEmphasis;cancer_glrlm_HighGrayLevelRunEmphasis;cancer_gldm_HighGrayLevelEmphasis;cancer_glcm_Autocorrelation;cancer_glcm_JointAverage;cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis;cancer_gldm_SmallDependenceHighGrayLevelEmphasis;cancer_glrlm_LongRunLowGrayLevelEmphasis;cancer_gldm_LargeDependenceLowGrayLevelEmphasis	Mean_nuclei_AreaShape_Zernike_4_2	0.013548507214100202
229	bladder_glcm_ClusterTendency	Mean_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4;Median_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4	0.013598073491202378
230	bladder_glrlm_GrayLevelNonUniformity	StDev_nuclei_RadialDistribution_FracAtD_Hematoxylin_3of4	0.01369778184595811
231	cancer_firstorder_Energy;cancer_glszm_SizeZoneNonUniformity;cancer_glszm_GrayLevelNonUniformity;cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity	Texture_Correlation_Hematoxylin_3_00_256	0.013713262238554553
232	cancer_glrlm_GrayLevelNonUniformity;cancer_gldm_GrayLevelNonUniformity;cancer_glszm_LargeAreaHighGrayLevelEmphasis;cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance;cancer_firstorder_Energy;cancer_glszm_SizeZoneNonUniformity;cancer_glszm_GrayLevelNonUniformity;cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity	StDev_nuclei_Intensity_MaxIntensityEdge_Hematoxylin	0.01377116860632548
233	cancer_firstorder_Range	Median_plasm_AreaShape_Compactness	0.01377116860632548
234	bladder_firstorder_RootMeanSquared;bladder_glszm_GrayLevelNonUniformityNormalized;bladder_glcm_ClusterProminence;bladder_glcm_ClusterTendency;bladder_glrlm_GrayLevelVariance;bladder_glcm_SumSquares;bladder_firstorder_Variance;bladder_gldm_GrayLevelVariance	Texture_InfoMeas1_Hematoxylin_3_00_256	0.013857063750145462
235	cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Texture_SumVariance_Hematoxylin_3_00_256	0.013866068968794975
236	cancer_glszm_LargeAreaLowGrayLevelEmphasis	StDev_nuclei_Texture_InfoMeas1_Hematoxylin_3_00_256;StDev_plasm_Texture_InfoMeas1_Hematoxylin_3_00_256	0.01389154194170343
237	cancer_firstorder_Energy;cancer_glszm_SizeZoneNonUniformity;cancer_glszm_GrayLevelNonUniformity;cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity	Texture_DifferenceVariance_Hematoxylin_3_00_256	0.013895216621589691
238	bladder_glszm_ZoneEntropy	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_0	0.014182578327334893
239	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256;StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.014461840517929092
240	bladder_shape_Maximum2DDiameterColumn	Median_nuclei_AreaShape_Zernike_5_5	0.014515279655434017
241	bladder_glszm_SizeZoneNonUniformityNormalized;bladder_glszm_SmallAreaEmphasis	Mean_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_7_1	0.014515279655434017
242	cancer_firstorder_Energy;cancer_glszm_SizeZoneNonUniformity;cancer_glszm_GrayLevelNonUniformity;cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity	Median_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.014526516183875625
243	bladder_firstorder_90Percentile	Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.014536959209639969
244	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	StDev_nuclei_AreaShape_Zernike_9_1	0.01463419784894761
245	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	StDev_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.01463419784894761
246	cancer_glcm_Idmn;cancer_glcm_Idn	StDev_nuclei_AreaShape_Zernike_9_5	0.014717010976089255
247	cancer_glrlm_GrayLevelNonUniformity;cancer_gldm_GrayLevelNonUniformity;cancer_glszm_LargeAreaHighGrayLevelEmphasis;cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance;cancer_firstorder_Energy;cancer_glszm_SizeZoneNonUniformity;cancer_glszm_GrayLevelNonUniformity;cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	0.014741843646838214
248	bladder_gldm_GrayLevelNonUniformity	StDev_nuclei_Intensity_StdIntensityEdge_Hematoxylin;StDev_plasm_Intensity_StdIntensityEdge_Hematoxylin	0.014741843646838214
249	cancer_glszm_HighGrayLevelZoneEmphasis;cancer_glszm_SmallAreaHighGrayLevelEmphasis;cancer_glrlm_ShortRunHighGrayLevelEmphasis;cancer_glrlm_HighGrayLevelRunEmphasis;cancer_gldm_HighGrayLevelEmphasis;cancer_glcm_Autocorrelation;cancer_glcm_JointAverage;cancer_glrlm_ShortRunLowGrayLevelEmphasis;cancer_glrlm_LowGrayLevelRunEmphasis;cancer_gldm_LowGrayLevelEmphasis;cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	Mean_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.014824929799871805
250	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	Texture_InfoMeas2_Hematoxylin_3_00_256	0.01488389009741136
251	bladder_glszm_SizeZoneNonUniformityNormalized;bladder_glszm_SmallAreaEmphasis	StDev_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.014887328339792212
252	cancer_glrlm_GrayLevelNonUniformity;cancer_gldm_GrayLevelNonUniformity;cancer_glszm_LargeAreaHighGrayLevelEmphasis;cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_3_3	0.01496989336140093
253	bladder_glszm_LargeAreaLowGrayLevelEmphasis	Mean_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.015086428132023478
254	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	StDev_plasm_AreaShape_Zernike_6_6	0.015134167625423378
255	cancer_shape_SurfaceVolumeRatio;cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	StDev_nuclei_AreaShape_Zernike_6_0	0.01528800168670325
256	bladder_gldm_DependenceEntropy	Median_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.015482919574478372
257	bladder_firstorder_90Percentile	Median_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.01566174661813313
258	cancer_glcm_Idmn	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_2_2;StDev_nuclei_Texture_InfoMeas1_Hematoxylin_3_00_256;StDev_plasm_Texture_InfoMeas1_Hematoxylin_3_00_256	0.015726467666834006
259	bladder_firstorder_90Percentile;bladder_firstorder_Mean;bladder_firstorder_Median	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_0_0	0.015749427731520195
260	bladder_gldm_DependenceEntropy	Median_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.015749427731520195
261	cancer_glrlm_GrayLevelNonUniformity;cancer_gldm_GrayLevelNonUniformity;cancer_glszm_LargeAreaHighGrayLevelEmphasis;cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance	StDev_nuclei_AreaShape_Zernike_6_0	0.015860131732064502
262	bladder_shape_Maximum2DDiameterRow;bladder_shape_MajorAxisLength;bladder_shape_Maximum3DDiameter	Median_plasm_AreaShape_Zernike_5_5	0.016126160720360667
