Gene	Gene_name	Length
ENSG00000215765	AC245128.1	73789
ENSG00000225370	AC243962.1	1360
ENSG00000243772	KIR2DL3	14539
ENSG00000105198	LGALS13	4973
ENSG00000237247	MBD3L5	2433
ENSG00000286063	AL121888.1	43164
ENSG00000214245	PUDPP3	635
ENSG00000238034	AL109807.1	23136
ENSG00000200208	Y_RNA	101
ENSG00000204555	CFTRP3	211
ENSG00000225129	AL035250.1	5579
ENSG00000078898	BPIFB2	15999
ENSG00000125903	DEFB129	2628
ENSG00000240108	NCOR1P1	10612
ENSG00000202380	RNU1-55P	157
ENSG00000278159	MIR8062	84
ENSG00000167098	SUN5	20660
ENSG00000222118	RNA5SP487	121
ENSG00000244376	RN7SL636P	293
ENSG00000206801	RNU6-639P	106
ENSG00000170367	CST5	3814
ENSG00000186190	BPIFB3	18204
ENSG00000212165	U3	202
ENSG00000287107	AL136102.1	16575
ENSG00000236550	AL109809.3	245
ENSG00000100987	VSX1	11480
ENSG00000260202	AL109954.1	37409
ENSG00000228888	LINC01428	107735
ENSG00000227343	RPL15P1	599
ENSG00000234282	AL109809.2	492
ENSG00000185982	DEFB128	1858
ENSG00000200494	Y_RNA	101
ENSG00000287754	AL109837.3	14851
ENSG00000236168	AL133466.1	149
ENSG00000233896	PDYN-AS1	82782
ENSG00000131068	DEFB118	5322
ENSG00000237282	LINC00851	2435
ENSG00000230440	AL391119.1	1311
ENSG00000226344	CST12P	4098
ENSG00000282478	AL109837.2	5241
ENSG00000287752	AL389889.2	2098
ENSG00000124102	PI3	1642
ENSG00000230801	AL160175.1	246
ENSG00000224008	LINC01441	6861
ENSG00000204663	CST13P	22872
ENSG00000275222	Metazoa_SRP	251
ENSG00000101204	CHRNA4	35178
ENSG00000101323	HAO1	57473
ENSG00000274261	AL137078.2	3939
ENSG00000125820	NKX2-2	3047
ENSG00000234878	HSPE1P1	317
ENSG00000276627	AL117372.1	12278
ENSG00000261431	AL023803.1	186
ENSG00000223128	RN7SKP140	283
ENSG00000229882	AL450469.1	2090
ENSG00000101292	PROKR2	12329
ENSG00000252089	RNU4ATAC7P	124
ENSG00000176659	C20orf197	17103
ENSG00000236387	AL139350.1	9546
ENSG00000286571	AL359511.2	5134
ENSG00000272259	LINC01749	75688
ENSG00000183566	BPIFA4P	16877
ENSG00000233352	AL035660.1	374
ENSG00000226229	RPLP0P1	360
ENSG00000227693	GSTM3P1	573
ENSG00000231715	COX6CP2	224
ENSG00000131050	BPIFA2	19644
ENSG00000230352	AL035250.2	3846
ENSG00000232286	AL121902.1	4517
ENSG00000180259	PRNT	9389
ENSG00000287443	AL357558.3	3447
ENSG00000286309	AL160410.1	1613
ENSG00000125514	LINC00029	2811
ENSG00000282921	CFTRP2	198
ENSG00000286083	AL132981.1	8227
ENSG00000132821	VSTM2L	42239
ENSG00000229522	LINC01523	909
ENSG00000230133	LINC01721	162758
ENSG00000224876	AL121901.1	2147
ENSG00000238833	RNU1-131P	160
ENSG00000232943	AL050321.1	399
ENSG00000233686	PIEZO1P1	218
ENSG00000212555	RNU6-192P	99
ENSG00000231015	AL049594.1	1444
ENSG00000228482	LINC01713	5246
ENSG00000201527	RNA5SP478	114
ENSG00000149651	SPINT4	3483
ENSG00000237000	PTMAP6	677
ENSG00000237396	LNCNEF	19995
ENSG00000180483	DEFB119	13426
ENSG00000237767	LINC01370	7107
ENSG00000124196	GTSF1L	838
ENSG00000270838	AL121912.1	237
ENSG00000230908	AL591074.1	7891
ENSG00000226405	AL133325.1	381
ENSG00000238908	RNA5SP484	110
ENSG00000234862	AL035258.1	2729
ENSG00000125861	GFRA4	4107
ENSG00000125798	FOXA2	4450
ENSG00000125815	CST8	4909
ENSG00000238785	RNU7-92P	75
ENSG00000235594	AL139824.2	1359
ENSG00000275305	RNA5SP528	118
ENSG00000220540	AL359511.1	210
ENSG00000224357	ATG3P1	910
ENSG00000263453	AL162291.1	50
ENSG00000229606	LINC01718	4701
ENSG00000229755	AL121910.1	592
ENSG00000252597	RNU7-137P	61
ENSG00000232200	AL158090.1	20501
ENSG00000241821	RN7SL170P	294
ENSG00000230636	RPL36P1	224
ENSG00000236121	HAUS6P2	3100
ENSG00000287288	AL121762.2	17930
ENSG00000276093	AL132822.1	512
ENSG00000228935	AL353132.1	5529
ENSG00000225280	AL158013.1	2651
ENSG00000279164	AL118508.2	1853
ENSG00000225708	AL354984.2	3016
ENSG00000230324	LINC01734	10971
ENSG00000287983	AL035251.1	2721
ENSG00000278595	AL133396.2	396
ENSG00000271565	AL109618.2	244
ENSG00000236874	AL137078.1	1572
ENSG00000283443	AC018688.1	5869
ENSG00000271397	AL109837.1	612
ENSG00000166948	TGM6	51852
ENSG00000228503	AL357558.1	581
ENSG00000286270	AL591074.2	22935
ENSG00000252540	RNU6-919P	103
ENSG00000125879	OTOR	21704
ENSG00000233324	EEF1A1P34	1266
ENSG00000223651	AL049812.1	2266
ENSG00000171864	PRND	6551
ENSG00000238102	AL080248.1	3270
ENSG00000167104	BPIFB6	12399
ENSG00000203971	AL354984.1	3050
ENSG00000235922	AL354766.1	541
ENSG00000204662	CST9LP1	2888
ENSG00000234435	LINC01432	20580
ENSG00000277315	AL021879.1	287
ENSG00000215448	SRMP1	884
ENSG00000228959	AL049812.3	1444
ENSG00000287324	AL096828.6	987
ENSG00000233508	AL021395.1	12601
ENSG00000276915	AL109618.3	429
ENSG00000252064	Y_RNA	104
ENSG00000204684	AL133464.1	100341
ENSG00000233746	LINC00656	7567
ENSG00000212571	RNA5SP482	117
ENSG00000261411	AL161938.1	2179
ENSG00000275852	LINC01742	744
ENSG00000278525	RN7SL607P	298
ENSG00000224711	LINC01706	20482
ENSG00000252649	RNA5SP480	108
ENSG00000203900	AL121827.1	11189
ENSG00000230492	AL049651.1	20576
ENSG00000232121	AL450469.2	1823
ENSG00000237662	SOCS2P1	901
ENSG00000232271	AL096799.1	77042
ENSG00000226188	HNRNPA1P3	550
ENSG00000283005	CDC27P3	1909
ENSG00000260416	AL096828.2	1964
ENSG00000207282	Y_RNA	112
ENSG00000125788	DEFB126	3161
ENSG00000259974	LINC00261	30971
ENSG00000149635	OCSTAMP	9708
ENSG00000225458	AL049812.2	72829
ENSG00000232595	CST2P1	86
ENSG00000234646	AL049651.2	8378
ENSG00000287478	AL109829.1	137086
ENSG00000283291	5_8S_rRNA	151
ENSG00000170369	CST2	2960
ENSG00000235166	LINC01440	276017
ENSG00000287079	AL109806.2	4974
ENSG00000274863	AL135936.1	56087
ENSG00000237119	LINC01056	15852
ENSG00000204117	AL162293.1	6345
ENSG00000132671	SSTR4	1426
ENSG00000212717	DEFB117	140
ENSG00000215546	DKKL1P1	697
ENSG00000124089	MC3R	1083
ENSG00000212224	AL133229.1	121
ENSG00000125831	CST11	2473
ENSG00000101435	CST9L	3752
ENSG00000212134	AL031650.1	127
ENSG00000238452	RNU7-144P	75
ENSG00000132631	SCP2D1	595
ENSG00000230843	AL139824.1	3193
ENSG00000243995	AL035660.2	2463
ENSG00000222439	RNU6-994P	110
ENSG00000149443	C20orf78	20425
ENSG00000278041	AL133325.3	3673
ENSG00000198183	BPIFA1	7316
ENSG00000124157	SEMG2	3085
ENSG00000222874	RN7SKP33	339
ENSG00000149435	GGTLC1	3729
ENSG00000168703	WFDC12	1040
ENSG00000223750	SIRPB3P	42917
ENSG00000261249	LINC01751	5376
ENSG00000215586	AL031679.1	524
ENSG00000242348	RN7SL561P	280
ENSG00000170373	CST1	3715
ENSG00000229876	CASC20	81736
ENSG00000273998	AL049794.1	3547
ENSG00000238468	RNU7-14P	61
ENSG00000286628	AL096828.5	7776
ENSG00000215545	DEFB116	5373
ENSG00000101327	PDYN	15528
ENSG00000252193	AL021395.2	124
ENSG00000178591	DEFB125	9844
ENSG00000232925	MRPS16P2	407
ENSG00000233402	TARDBPP1	1202
ENSG00000251955	RNU6-27P	106
ENSG00000233625	AL035045.1	797
ENSG00000228210	AL121916.1	307
ENSG00000238950	RNU7-173P	75
ENSG00000252386	RNU6-1018P	105
ENSG00000213882	CYB5AP4	398
ENSG00000270411	AL354984.3	324
ENSG00000101441	CST4	3400
ENSG00000223410	AL009050.1	5316
ENSG00000233354	LINC00028	1796
ENSG00000283592	Y_RNA	111
ENSG00000231071	AL133396.1	1004
ENSG00000276923	AL139351.1	319
ENSG00000261035	AL139348.1	2207
ENSG00000215547	DEFB115	1968
ENSG00000228476	CSTP1	10416
ENSG00000233106	RPL12P3	395
ENSG00000281460	AL049541.2	554
ENSG00000228593	CFTRP1	182
ENSG00000230990	AL049649.1	67355
ENSG00000275728	AL049794.2	364
ENSG00000124233	SEMG1	2735
ENSG00000234104	AL133465.1	2114
ENSG00000251770	RNA5SP486	82
ENSG00000240584	RN7SL547P	289
ENSG00000276638	AL109954.2	557
ENSG00000231604	AL133232.1	1063
ENSG00000238282	AL121781.1	49562
ENSG00000227282	AL389889.1	848
ENSG00000054803	CBLN4	8162
ENSG00000258197	NKX2-2-AS1	862
ENSG00000236985	AL121892.1	6186
ENSG00000279447	AL118508.3	1175
ENSG00000125888	BANF2	42199
ENSG00000286229	AL133335.1	36784
ENSG00000275337	RN7SL680P	298
ENSG00000237687	LINC00686	5456
ENSG00000235621	LINC00494	10752
ENSG00000281365	AL049541.1	1106
ENSG00000237423	LINC01522	11025
ENSG00000231078	AL157414.2	1387
ENSG00000260542	AL499627.1	2187
ENSG00000200231	RNU1-23P	143
ENSG00000283142	AL049767.1	1270
ENSG00000275877	5_8S_rRNA	151
ENSG00000287889	FAM242B	11044
ENSG00000275923	AL160413.1	309
ENSG00000233492	AL133325.2	5543
ENSG00000273812	BX640514.2	6623
ENSG00000125816	NKX2-4	2161
ENSG00000237929	RPL31P3	659
ENSG00000273838	AL096677.2	8584
ENSG00000200325	Y_RNA	111
ENSG00000234967	AL357558.2	4011
ENSG00000287335	AL139351.3	35026
ENSG00000233415	AL133419.1	12304
ENSG00000277975	CSTP2	3384
ENSG00000236151	AL110503.1	1796
ENSG00000288083	AL121888.2	10423
ENSG00000088782	DEFB127	1709
ENSG00000125533	BHLHE23	1108
ENSG00000225069	AL080312.1	823
ENSG00000286006	AL109828.1	6055
ENSG00000207158	RNU6-929P	106
ENSG00000240639	RN7SL666P	303
ENSG00000124205	EDN3	25549
ENSG00000237256	PGAM3P	426
ENSG00000286179	AL139351.2	14362
ENSG00000234069	GAPDHP53	923
ENSG00000229976	AL118523.1	57895
ENSG00000235544	RPS11P1	472
ENSG00000230198	RPL37P4	267
ENSG00000233206	RPS3AP1	319
ENSG00000223822	EEF1A1P1	738
ENSG00000276289	KCNE1B	13251
ENSG00000186967	KRTAP19-4	341
ENSG00000279579	LINC01666	2258
ENSG00000227840	KRTAP8-3P	187
ENSG00000279998	FP475955.3	22705
ENSG00000227075	AP000472.1	42366
ENSG00000264002	RN7SL52P	283
ENSG00000226771	AP001136.1	3534
ENSG00000251851	RNU6-772P	104
ENSG00000239023	RNU1-98P	159
ENSG00000232886	AF212831.1	10816
ENSG00000279615	CR381572.2	396
ENSG00000279783	AC018692.2	347
ENSG00000252963	RN7SKP147	243
ENSG00000227090	AP000402.1	16080
ENSG00000286425	AL773573.1	30118
ENSG00000235312	KRTAP19-10P	186
ENSG00000212938	KRTAP6-3	635
ENSG00000215317	THUMPD1P1	1918
ENSG00000224141	MIR548XHG	199055
ENSG00000228592	AP000459.2	70849
ENSG00000234880	LINC00163	4222
ENSG00000230379	AP000146.1	54386
ENSG00000238265	LINC00317	14026
ENSG00000237527	AF241725.1	31291
ENSG00000228355	BX322559.1	1434
ENSG00000283300	U6	83
ENSG00000178457	LINC00314	9870
ENSG00000226983	LINC01692	217196
ENSG00000224309	ANKRD30BP2	28873
ENSG00000279648	AP000432.2	2047
ENSG00000215353	C1QBPP1	769
ENSG00000234034	AP000959.1	19454
ENSG00000279211	AC124864.1	391
ENSG00000228184	SNX19P1	2980
ENSG00000230233	AF240627.1	35929
ENSG00000278381	AL050303.3	283
ENSG00000231986	AP000474.1	1743
ENSG00000224649	AF124730.1	5768
ENSG00000236400	KRTAP21-4P	815
ENSG00000243064	ABCC13	126548
ENSG00000186924	KRTAP22-1	295
ENSG00000224924	LINC00320	152366
ENSG00000198390	KRTAP13-1	791
ENSG00000228159	LINC01674	58892
ENSG00000154646	TMPRSS15	216763
ENSG00000154654	NCAM2	544920
ENSG00000175302	ANKRD30BP1	43524
ENSG00000273872	SLC25A15P4	924
ENSG00000279990	RPSAP68	437
ENSG00000279895	CU633904.3	4397
ENSG00000279493	FP565260.4	5346
ENSG00000226930	GTF2IP2	45803
ENSG00000287612	AP000474.2	32069
ENSG00000230859	YRDCP3	479
ENSG00000186977	KRTAP19-5	484
ENSG00000233767	PSMA6P3	163
ENSG00000156284	CLDN8	2091
ENSG00000206104	KRTAP20-3	272
ENSG00000233640	KRTAP13-5P	498
ENSG00000280108	AJ239318.1	9792
ENSG00000187005	KRTAP21-1	413
ENSG00000202339	RNU4-45P	140
ENSG00000266211	MIR3156-3	76
ENSG00000279647	CU633904.2	3741
ENSG00000223078	RNU2-55P	173
ENSG00000225298	LINC00113	28854
ENSG00000184856	LINC00308	17989
ENSG00000183640	KRTAP8-1	577
ENSG00000206106	KRTAP22-2	292
ENSG00000228433	OR7E23P	999
ENSG00000236612	KRTAP19-11P	103
ENSG00000279728	CU638689.2	3765
ENSG00000275469	MIR6130	108
ENSG00000179381	OR4K11P	975
ENSG00000229336	AP000568.1	441
ENSG00000223806	LINC00114	13570
ENSG00000215005	HSPD1P7	1992
ENSG00000232263	KRTAP25-1	369
ENSG00000286902	AP001595.2	3383
ENSG00000237664	LINC00316	3400
ENSG00000226043	AP000561.1	210899
ENSG00000232193	AL157359.2	17925
ENSG00000279751	FP475955.2	1808
ENSG00000279167	CR381572.1	101
ENSG00000278181	AP000457.1	377
ENSG00000231136	AP000705.1	349
ENSG00000233997	LINC01425	50442
ENSG00000273614	CU633980.1	127
ENSG00000271486	AP000403.1	850
ENSG00000218125	AP000567.1	155
ENSG00000274749	KRTAP7-1	720
ENSG00000219368	ZNF299P	1803
ENSG00000229289	AP000431.1	3900
ENSG00000223488	MAPK6P2	2059
ENSG00000234107	TPT1P1	517
ENSG00000275592	VN1R7P	1220
ENSG00000228708	AL109763.1	9241
ENSG00000229306	AP001464.1	17016
ENSG00000275631	U1	175
ENSG00000186970	KRTAP15-1	670
ENSG00000286222	AP001255.1	12975
ENSG00000229382	BX322557.1	1958
ENSG00000184724	KRTAP6-1	499
ENSG00000206107	KRTAP27-1	681
ENSG00000235564	AP000477.2	8178
ENSG00000273692	AL050303.2	665
ENSG00000225906	AP000949.1	1418
ENSG00000233236	LINC02573	2068
ENSG00000234340	AP000705.2	1385
ENSG00000279788	CU638689.3	3784
ENSG00000186930	KRTAP6-2	312
ENSG00000232512	AP000233.2	8648
ENSG00000184032	KRTAP20-2	413
ENSG00000244362	KRTAP19-7	439
ENSG00000182591	KRTAP11-1	936
ENSG00000229962	AP000221.1	3516
ENSG00000279864	AC124864.2	29334
ENSG00000265007	MIR4327	84
ENSG00000233215	LINC01687	89762
ENSG00000279156	AL157359.3	216
ENSG00000276556	AF254982.1	310
ENSG00000226298	RAD23BP3	2281
ENSG00000265841	MIR548X	74
ENSG00000279208	CR381653.2	7360
ENSG00000225735	NEK4P1	878
ENSG00000277282	IGHV1OR21-1	435
ENSG00000237444	AP001342.1	524
ENSG00000186971	KRTAP13-4	796
ENSG00000188694	KRTAP24-1	1641
ENSG00000237735	AF130359.1	61169
ENSG00000233480	LINC01683	6930
ENSG00000266299	MIR3118-1	75
ENSG00000286103	AC124864.3	45662
ENSG00000278106	AF254983.2	134
ENSG00000226818	SLC6A6P1	1849
ENSG00000244025	KRTAP19-3	551
ENSG00000280081	LINC01667	56101
ENSG00000238257	AP000244.1	200
ENSG00000186980	KRTAP23-1	210
ENSG00000240432	KRTAP13-3	703
ENSG00000233036	KRTAP8-2P	185
ENSG00000244624	KRTAP20-1	274
ENSG00000233676	FDPSP6	511
ENSG00000199698	Y_RNA	101
ENSG00000279773	AL050303.4	1838
ENSG00000156282	CLDN17	1240
ENSG00000230972	AP001116.1	65715
ENSG00000280330	CU634019.6	1184
ENSG00000279669	AC079801.1	11165
ENSG00000261706	LINC00165	823
ENSG00000226115	AP001476.2	1051
ENSG00000166351	POTED	31727
ENSG00000184351	KRTAP19-1	661
ENSG00000259981	AF096876.1	8119
ENSG00000228930	MTCO1P3	191
ENSG00000235012	AF121897.1	4272
ENSG00000237841	KRTAP19-9P	190
ENSG00000186965	KRTAP19-2	393
ENSG00000182816	KRTAP13-2	881
ENSG00000274662	RN7SKP236	283
ENSG00000207476	RNU6-286P	106
ENSG00000207097	RNU6-614P	106
ENSG00000228600	POLR2CP1	764
ENSG00000234730	AP001117.1	48674
ENSG00000276738	AP001506.1	210
ENSG00000219280	VN1R8P	892
ENSG00000226204	AL157359.1	13794
ENSG00000280082	AF246928.1	86
ENSG00000231620	AP000855.1	2126
ENSG00000231058	MSANTD2P1	1851
ENSG00000223870	AP000233.1	7778
ENSG00000229025	AP001595.1	854
ENSG00000250973	KRTAP13-6P	370
ENSG00000244278	AP000235.1	14371
ENSG00000206105	KRTAP20-4	223
ENSG00000225502	GAPDHP16	961
ENSG00000218549	OR4K12P	944
ENSG00000235965	AP000431.2	1374
ENSG00000231068	KRTAP21-3	252
ENSG00000227874	GRAMD4P1	1678
ENSG00000252199	SNORA70	94
ENSG00000227716	AP000459.1	13083
ENSG00000237569	TUBAP	1470
ENSG00000286852	AP000696.3	1057
ENSG00000275874	PICSAR	5519
ENSG00000227342	LINC00307	2632
ENSG00000215351	PPIAP1	495
ENSG00000206102	KRTAP19-8	317
ENSG00000186925	KRTAP19-6	329
ENSG00000288094	AP000961.1	5085
ENSG00000214319	CXADRP1	1094
ENSG00000224018	AP000470.1	38053
ENSG00000197683	KRTAP26-1	1191
ENSG00000219592	NCSTNP1	143
ENSG00000212609	RNU1-139P	164
ENSG00000253889	IGLVI-38	493
ENSG00000205856	C22orf42	10316
ENSG00000205634	LINC00898	19338
ENSG00000274381	AC245028.3	284
ENSG00000233866	AC145543.1	1079
ENSG00000225413	LINC02557	1108
ENSG00000237316	Z82196.2	13011
ENSG00000237439	Z83839.1	923
ENSG00000273846	Metazoa_SRP	319
ENSG00000236079	Z85994.2	1329
ENSG00000280025	AL008638.6	4253
ENSG00000285722	AC207130.1	4195
ENSG00000233574	AL020994.3	10109
ENSG00000280199	Z82202.1	1879
ENSG00000100362	PVALB	18795
ENSG00000231801	ANP32BP2	544
ENSG00000226444	ACTR3BP6	1368
ENSG00000225255	AP000527.1	31667
ENSG00000279494	AL117328.2	1939
ENSG00000254127	IGLCOR22-1	315
ENSG00000254175	IGLVI-42	492
ENSG00000285045	AC006548.3	2913
ENSG00000234381	MED15P7	9150
ENSG00000169548	ZNF280A	6534
ENSG00000233521	LINC01638	3785
ENSG00000234121	GPM6BP3	144
ENSG00000273044	AL022334.2	483
ENSG00000224435	NF1P6	9450
ENSG00000237358	AC007064.1	350
ENSG00000235992	GRAMD4P2	1669
ENSG00000229286	AP000522.1	120
ENSG00000184624	ZNF72P	17028
ENSG00000234300	LINC00229	18480
ENSG00000279714	Z95114.2	2204
ENSG00000266508	MIR3201	51
ENSG00000287225	Z84468.2	15189
ENSG00000238192	BX284656.2	1540
ENSG00000235343	LINC01665	2017
ENSG00000234479	AP1B1P1	11492
ENSG00000130538	OR11H1	980
ENSG00000237689	AC007064.2	1648
ENSG00000236235	AP000542.1	6478
ENSG00000279298	Z99916.3	1079
ENSG00000215568	GAB4	46286
ENSG00000287034	AL050402.2	5482
ENSG00000254073	IGLVVII-41-1	150
ENSG00000172967	XKR3	38287
ENSG00000218357	LINC01644	25812
ENSG00000239674	Z83839.2	2005
ENSG00000211654	IGLV5-37	495
ENSG00000225293	ABCD1P4	3193
ENSG00000226169	AL121885.1	5197
ENSG00000287773	Z80897.2	1645
ENSG00000182351	CRIP1P4	228
ENSG00000285855	Z72006.1	12109
ENSG00000236052	LINC01643	201374
ENSG00000234891	Z82196.1	1759
ENSG00000275772	AC244157.2	1625
ENSG00000252267	RNA5SP495	109
ENSG00000226595	AC245291.1	327
ENSG00000253920	IGLV3-31	720
ENSG00000229027	HSFY1P1	1861
ENSG00000277771	Metazoa_SRP	264
ENSG00000280312	Z83836.1	1641
ENSG00000270226	AC006548.2	528
ENSG00000287864	AP000345.3	2508
ENSG00000277248	U2	112
ENSG00000224027	AL133456.1	9734
ENSG00000227755	AP000344.1	14235
ENSG00000285707	AL008720.1	4213
ENSG00000238195	AL021153.1	915
ENSG00000229409	AL117328.1	161
ENSG00000279712	FP325330.3	9536
ENSG00000187012	LINC00207	3158
ENSG00000253329	IGLV3-30	591
ENSG00000230051	AL020994.2	47631
ENSG00000236117	LINC01639	9350
ENSG00000275656	AL008723.3	87
ENSG00000278188	U6	105
ENSG00000226474	AP000532.1	176
ENSG00000283047	FRG1FP	21950
ENSG00000226912	ISCA2P1	447
ENSG00000234688	AL049749.1	17554
ENSG00000224715	Z82186.1	27972
ENSG00000231405	AL008638.1	16400
ENSG00000279973	CU104787.1	1756
ENSG00000231392	AC244157.1	162
ENSG00000231495	AL121885.3	2351
ENSG00000286102	AP000552.4	698
ENSG00000227880	AL050402.1	2813
ENSG00000232897	AL117329.2	1044
ENSG00000225676	AC002378.1	24377
ENSG00000234979	Z82185.1	3410
ENSG00000235485	AL021877.1	2193
ENSG00000276871	5_8S_rRNA	150
ENSG00000225480	AC006548.1	101
ENSG00000237835	AC007064.3	358
ENSG00000227367	SLC9B1P4	47923
ENSG00000224144	ASH2LP1	984
ENSG00000178248	FAM230I	24894
ENSG00000231565	NEK2P2	1337
ENSG00000276138	U6	106
ENSG00000211657	IGLV3-32	528
ENSG00000254264	IGKV3OR22-2	492
ENSG00000224192	AL080273.1	12761
ENSG00000226142	RPL35P8	336
ENSG00000237472	AC245054.2	318
ENSG00000252020	AP000552.3	142
ENSG00000234928	LINC01659	1507
ENSG00000196431	CRYBA4	8706
ENSG00000224271	AL117329.1	392177
ENSG00000230821	AC245291.2	1650
ENSG00000253460	IGKV2OR22-3	730
ENSG00000253691	IGKV2OR22-4	746
ENSG00000184571	PIWIL3	55686
ENSG00000220702	Z85994.1	733
ENSG00000237601	AP000358.1	155
ENSG00000226534	AP000552.1	1881
ENSG00000285623	Z82202.2	21641
ENSG00000205632	LINC01310	31616
ENSG00000128253	RFPL2	14566
ENSG00000229658	PABPC1P9	2088
ENSG00000229275	BX284656.1	1687
ENSG00000253481	IGKV1OR22-1	482
ENSG00000236831	YME1L1P1	2574
ENSG00000230120	AL008723.1	938
ENSG00000223726	AL020994.1	11055
ENSG00000253631	IGLV7-35	450
ENSG00000227838	AL121885.2	38411
ENSG00000253338	IGLV3-29	243
ENSG00000288024	AC005301.2	22689
ENSG00000278890	FP325330.2	5629
ENSG00000235154	FP325330.1	3839
ENSG00000283535	AC007064.4	1958
ENSG00000226741	LINC02554	10724
ENSG00000279920	LINC01651	3504
ENSG00000224404	Z68323.1	19370
ENSG00000100095	SEZ6L	214135
ENSG00000228122	MTND1P17	203
ENSG00000223679	AC245054.1	17666
ENSG00000100170	SLC5A1	69768
ENSG00000280445	AL049536.1	5251
ENSG00000232707	AP1B1P2	105
ENSG00000211667	IGLV3-12	758
ENSG00000233179	Z82249.1	2327
ENSG00000232771	PPP1R26P5	3663
ENSG00000100341	PNPLA5	12335
ENSG00000226160	AC137499.1	87
ENSG00000236097	BNIP3P2	576
ENSG00000233403	AC121342.1	15205
ENSG00000183434	TFDP3	1692
ENSG00000228855	AL009048.1	297
ENSG00000213653	RPL22P22	378
ENSG00000228836	CT45A5	8168
ENSG00000225769	CROCCP1	5674
ENSG00000271154	AL670379.10	252
ENSG00000228543	AC003684.1	25286
ENSG00000238200	MGAT2P2	1464
ENSG00000271056	AL136363.2	2334
ENSG00000226388	ELL2P4	2037
ENSG00000200422	AL590229.1	71
ENSG00000157965	SSX8P	7897
ENSG00000278085	CT45A8	8041
ENSG00000224589	AC112492.1	711
ENSG00000062096	ARSF	71256
ENSG00000274374	AC239600.2	1536
ENSG00000232267	ACTR3P2	1256
ENSG00000282501	AC073488.9	753
ENSG00000226547	SSU72P1	582
ENSG00000204279	PAGE3	6434
ENSG00000004848	ARX	12726
ENSG00000158639	PAGE5	3753
ENSG00000077264	PAK3	283076
ENSG00000185319	SSXP4	4795
ENSG00000212546	RNU6-995P	106
ENSG00000229547	UBE2DNL	739
ENSG00000207641	MIR510	73
ENSG00000182798	MAGEB17	3983
ENSG00000101958	GLRA2	202514
ENSG00000077274	CAPN6	25384
ENSG00000229168	RPL19P20	590
ENSG00000282815	TEX13C	5094
ENSG00000237040	DPH3P2	249
ENSG00000230781	Z83820.1	4612
ENSG00000229310	RPP40P1	455
ENSG00000263730	MIR3937	105
ENSG00000101938	CHRDL1	121963
ENSG00000232549	SRD5A1P1	785
ENSG00000182776	AC239585.1	3395
ENSG00000242520	MAGEA5	941
ENSG00000200566	RNU5F-7P	114
ENSG00000214107	MAGEB1	8310
ENSG00000212014	MIR509-3	74
ENSG00000265284	MIR4770	57
ENSG00000224942	AL137014.1	1249
ENSG00000181511	AC011890.1	302
ENSG00000278160	BX510359.7	2435
ENSG00000278319	AL590240.4	389
ENSG00000123576	ESX1	4895
ENSG00000236737	GAGE12B	116
ENSG00000233571	AL592043.1	208812
ENSG00000235329	AL031183.1	206
ENSG00000207033	RNU6-154P	105
ENSG00000260585	AL359851.1	4996
ENSG00000236080	YAP1P2	609
ENSG00000278358	BX510359.8	295
ENSG00000173954	SNURFL	342
ENSG00000225066	Z93929.1	1474
ENSG00000101951	PAGE4	5004
ENSG00000212495	RNU6-332P	107
ENSG00000176746	MAGEB6	3206
ENSG00000231857	MORF4L1P5	3245
ENSG00000204053	MYCLP1	1074
ENSG00000231963	AL662864.1	4468
ENSG00000229731	AC107613.1	1017
ENSG00000237801	AMD1P2	991
ENSG00000223958	AC244505.2	2331
ENSG00000231600	AC236972.1	576
ENSG00000222608	RNA5SP504	116
ENSG00000155622	XAGE2	6659
ENSG00000201000	RNA5SP516	118
ENSG00000198022	SAGE2P	12560
ENSG00000235892	PKMP2	1676
ENSG00000232332	AC233982.1	435
ENSG00000223395	RBM22P7	279
ENSG00000174740	PABPC5	3989
ENSG00000274601	AC240442.1	282
ENSG00000256709	AL133271.1	290
ENSG00000270771	AL670379.8	251
ENSG00000227657	SERPINA7P1	630
ENSG00000236513	AC074035.1	6372
ENSG00000227645	RPL7P54	673
ENSG00000169059	VCX3A	1500
ENSG00000278289	CT45A6	7950
ENSG00000223467	CALM1P1	432
ENSG00000276474	AC231759.1	596
ENSG00000270916	RPL12P50	115
ENSG00000233535	AC003035.2	8511
ENSG00000227234	SPANXB1	1112
ENSG00000185985	SLITRK2	12024
ENSG00000231765	PPP1R11P2	381
ENSG00000270280	AL451086.1	222
ENSG00000200572	Y_RNA	112
ENSG00000201660	AC095353.1	129
ENSG00000269993	KC877982.1	469
ENSG00000234349	GLUD1P9	1172
ENSG00000101892	ATP1B4	21164
ENSG00000273704	AL596245.1	361
ENSG00000235539	MTND1P33	916
ENSG00000134595	SOX3	2131
ENSG00000223259	RNA5SP508	118
ENSG00000277569	MIR6134	108
ENSG00000271211	AL670379.11	252
ENSG00000207866	MIR514A2	87
ENSG00000229347	AL596268.1	1047
ENSG00000260683	AL591643.1	1899
ENSG00000239080	AL807743.1	103
ENSG00000102239	BRS3	5833
ENSG00000287394	AC244102.4	124023
ENSG00000207871	MIR513B	83
ENSG00000232111	AC073488.1	2051
ENSG00000226339	RPS26P56	239
ENSG00000224610	AC108879.1	73683
ENSG00000203933	CXorf66	9793
ENSG00000226867	AC244505.4	4334
ENSG00000236160	AC005345.1	216
